result_uid,report_id,study_id_clean,registry_key,cohort_id,design,allocation_unit,intervention_package,comparator_identity,treatment_duration_months,outcome_construct,outcome_basis,reference_period_start_months,reference_period_end_months,assessment_time_months,closest_eligible_to_12m,baseline_employment_selection,arm,numerator,denominator,denominator_type,n_randomised_or_enrolled,missingness_note,follow_up_after_withdrawal,design_adjusted_effect,design_adjusted_se_or_ci,ascertainment,source_page,verbatim_quote,currently_used,matches_current_result_id,discrepancy_note,extractor,checker,check_date,unresolved_disagreement
R11_06,R11,ERICKSON_2021,erickson2021,ERICKSON_2021,"RCT (assessor-blinded, individually randomised)",individual,12 months of IPS employment support added to treatment as usual,Treatment as usual alone; no constraint on use of other employment support services,12,competitive employment,period,0,6,6,no,whole cohort,control,30,52,available_case,"109 randomised (IPS 56, TAU 53) of 176 referred",Outcome data available for 91% of 109; 12-month employment outcomes drawn from clinical chart for 46.8% (n=51) of clients and 0-6 month outcomes for 28.4% (n=31); Table 2 prints n and % but not denominators,no (clinical record not used where consent was actively withdrawn),,,"mixed (blinded interview at intake, 6 and 12 months, plus chart extract where interview not completed)","PDF p.5, Table 2 (journal p.666)",Intake to 6-mo. follow-up 30 60.0 30 57.7 0.06 1 .81,no,,Denominator reconstructed from the printed 57.7% (30/52).,"Claude Opus draft, 2026-09-06",,,
R11_07,R11,ERICKSON_2021,erickson2021,ERICKSON_2021,"RCT (assessor-blinded, individually randomised)",individual,12 months of IPS employment support added to treatment as usual,Treatment as usual alone; no constraint on use of other employment support services,12,competitive employment,period,6,12,12,no,whole cohort,intervention,34,47,available_case,"109 randomised (IPS 56, TAU 53) of 176 referred",Outcome data available for 91% of 109; 12-month employment outcomes drawn from clinical chart for 46.8% (n=51) of clients and 0-6 month outcomes for 28.4% (n=31); Table 2 prints n and % but not denominators,no (clinical record not used where consent was actively withdrawn),Fisher's exact chi-square 5.02,P = .02,"mixed (blinded interview at intake, 6 and 12 months, plus chart extract where interview not completed)","PDF p.5, Table 2 (journal p.666)","more clients in the IPS group were employed during the 6 to 12 month period, compared to controls (Fisher's exact chi2 = 5.02, P = .02)",yes,ERICKSON_2021__trial_binary__competitive_employment__12m,"Denominator 47 reconstructed from the printed 72.3%; not printed in the paper. This is a 6 to 12 month period measure, not a point prevalence at 12 months.","Claude Opus draft, 2026-09-06",,,
R11_08,R11,ERICKSON_2021,erickson2021,ERICKSON_2021,"RCT (assessor-blinded, individually randomised)",individual,12 months of IPS employment support added to treatment as usual,Treatment as usual alone; no constraint on use of other employment support services,12,competitive employment,period,6,12,12,no,whole cohort,control,25,50,available_case,"109 randomised (IPS 56, TAU 53) of 176 referred",Outcome data available for 91% of 109; 12-month employment outcomes drawn from clinical chart for 46.8% (n=51) of clients and 0-6 month outcomes for 28.4% (n=31); Table 2 prints n and % but not denominators,no (clinical record not used where consent was actively withdrawn),,,"mixed (blinded interview at intake, 6 and 12 months, plus chart extract where interview not completed)","PDF p.5, Table 2 (journal p.666)",6- to 12-mo. follow-up 34 72.3 25 50.0 5.02 1 .02,yes,ERICKSON_2021__trial_binary__competitive_employment__12m,Denominator 50 reconstructed from the printed 50.0%; not printed in the paper.,"Claude Opus draft, 2026-09-06",,,
R11_09,R11,ERICKSON_2021,erickson2021,ERICKSON_2021,"RCT (assessor-blinded, individually randomised)",individual,12 months of IPS employment support added to treatment as usual,Treatment as usual alone; no constraint on use of other employment support services,12,competitive employment,period,6,12,12,no,whole cohort,whole sample,59,97,available_case,"109 randomised (IPS 56, TAU 53) of 176 referred",Outcome data available for 91% of 109; 12-month employment outcomes drawn from clinical chart for 46.8% (n=51) of clients and 0-6 month outcomes for 28.4% (n=31); Table 2 prints n and % but not denominators,no (clinical record not used where consent was actively withdrawn),,,"mixed (blinded interview at intake, 6 and 12 months, plus chart extract where interview not completed)","PDF p.5, Table 2 (journal p.666)",6- to 12-mo. follow-up 34 72.3 25 50.0 5.02 1 .02,yes,ERICKSON_2021__proportion__competitive_employment__12m,Pooled 59/97 is the sum of the two arm cells; the paper never prints a whole-sample figure and never prints either denominator.,"Claude Opus draft, 2026-09-06",,,
R11_10,R11,ERICKSON_2021,erickson2021,ERICKSON_2021,"RCT (assessor-blinded, individually randomised)",individual,12 months of IPS employment support added to treatment as usual,Treatment as usual alone; no constraint on use of other employment support services,12,hours or earnings,period,-6,0,0,n.a.,whole cohort,intervention,,,,"109 randomised (IPS 56, TAU 53) of 176 referred",Outcome data available for 91% of 109; 12-month employment outcomes drawn from clinical chart for 46.8% (n=51) of clients and 0-6 month outcomes for 28.4% (n=31); Table 2 prints n and % but not denominators,no (clinical record not used where consent was actively withdrawn),arm mean 13.5 days worked (not an adjusted effect),SD 27.4,"mixed (blinded interview at intake, 6 and 12 months, plus chart extract where interview not completed)","PDF p.5, Table 2 (journal p.666)",Days worked Mean (SD) During six mos. prior to intake 13.5 (27.4) 19.8 (27.4) -1.32,no,,,"Claude Opus draft, 2026-09-06",,,
R11_11,R11,ERICKSON_2021,erickson2021,ERICKSON_2021,"RCT (assessor-blinded, individually randomised)",individual,12 months of IPS employment support added to treatment as usual,Treatment as usual alone; no constraint on use of other employment support services,12,hours or earnings,period,-6,0,0,n.a.,whole cohort,control,,,,"109 randomised (IPS 56, TAU 53) of 176 referred",Outcome data available for 91% of 109; 12-month employment outcomes drawn from clinical chart for 46.8% (n=51) of clients and 0-6 month outcomes for 28.4% (n=31); Table 2 prints n and % but not denominators,no (clinical record not used where consent was actively withdrawn),arm mean 19.8 days worked (not an adjusted effect),SD 27.4,"mixed (blinded interview at intake, 6 and 12 months, plus chart extract where interview not completed)","PDF p.5, Table 2 (journal p.666)",During six mos. prior to intake 13.5 (27.4) 19.8 (27.4) -1.32 103 .19,no,,Between-arm test t = -1.32 df 103 P = .19 on log-transformed days.,"Claude Opus draft, 2026-09-06",,,
R11_12,R11,ERICKSON_2021,erickson2021,ERICKSON_2021,"RCT (assessor-blinded, individually randomised)",individual,12 months of IPS employment support added to treatment as usual,Treatment as usual alone; no constraint on use of other employment support services,12,hours or earnings,period,0,6,6,n.a.,whole cohort,intervention,,,,"109 randomised (IPS 56, TAU 53) of 176 referred",Outcome data available for 91% of 109; 12-month employment outcomes drawn from clinical chart for 46.8% (n=51) of clients and 0-6 month outcomes for 28.4% (n=31); Table 2 prints n and % but not denominators,no (clinical record not used where consent was actively withdrawn),arm mean 22.2 days worked (not an adjusted effect),SD 31.9,"mixed (blinded interview at intake, 6 and 12 months, plus chart extract where interview not completed)","PDF p.5, Table 2 (journal p.666)",Intake to 6-mo. follow-up 22.2 (31.9) 21.7 (29.5) 0.08 100 .79,no,,,"Claude Opus draft, 2026-09-06",,,
R11_13,R11,ERICKSON_2021,erickson2021,ERICKSON_2021,"RCT (assessor-blinded, individually randomised)",individual,12 months of IPS employment support added to treatment as usual,Treatment as usual alone; no constraint on use of other employment support services,12,hours or earnings,period,0,6,6,n.a.,whole cohort,control,,,,"109 randomised (IPS 56, TAU 53) of 176 referred",Outcome data available for 91% of 109; 12-month employment outcomes drawn from clinical chart for 46.8% (n=51) of clients and 0-6 month outcomes for 28.4% (n=31); Table 2 prints n and % but not denominators,no (clinical record not used where consent was actively withdrawn),arm mean 21.7 days worked (not an adjusted effect),SD 29.5,"mixed (blinded interview at intake, 6 and 12 months, plus chart extract where interview not completed)","PDF p.5, Table 2 (journal p.666)",Intake to 6-mo. follow-up 22.2 (31.9) 21.7 (29.5) 0.08 100 .79,no,,Between-arm test t = 0.08 df 100 P = .79.,"Claude Opus draft, 2026-09-06",,,
R11_14,R11,ERICKSON_2021,erickson2021,ERICKSON_2021,"RCT (assessor-blinded, individually randomised)",individual,12 months of IPS employment support added to treatment as usual,Treatment as usual alone; no constraint on use of other employment support services,12,hours or earnings,period,6,12,12,n.a.,whole cohort,intervention,,,,"109 randomised (IPS 56, TAU 53) of 176 referred",Outcome data available for 91% of 109; 12-month employment outcomes drawn from clinical chart for 46.8% (n=51) of clients and 0-6 month outcomes for 28.4% (n=31); Table 2 prints n and % but not denominators,no (clinical record not used where consent was actively withdrawn),arm mean 36.1 days worked (not an adjusted effect),SD 40.7,"mixed (blinded interview at intake, 6 and 12 months, plus chart extract where interview not completed)","PDF p.5, Table 2 (journal p.666)",6- to 12-mo. follow-up 36.1 (40.7) 27.1 (42.9) 2.20 93 .03,no,,,"Claude Opus draft, 2026-09-06",,,
R11_15,R11,ERICKSON_2021,erickson2021,ERICKSON_2021,"RCT (assessor-blinded, individually randomised)",individual,12 months of IPS employment support added to treatment as usual,Treatment as usual alone; no constraint on use of other employment support services,12,hours or earnings,period,6,12,12,n.a.,whole cohort,control,,,,"109 randomised (IPS 56, TAU 53) of 176 referred",Outcome data available for 91% of 109; 12-month employment outcomes drawn from clinical chart for 46.8% (n=51) of clients and 0-6 month outcomes for 28.4% (n=31); Table 2 prints n and % but not denominators,no (clinical record not used where consent was actively withdrawn),arm mean 27.1 days worked (not an adjusted effect),SD 42.9,"mixed (blinded interview at intake, 6 and 12 months, plus chart extract where interview not completed)","PDF p.5, Table 2 (journal p.666)",6- to 12-mo. follow-up 36.1 (40.7) 27.1 (42.9) 2.20 93 .03,no,,Between-arm test t = 2.20 df 93 P = .03 on log-transformed days.,"Claude Opus draft, 2026-09-06",,,
R11_16,R11,ERICKSON_2021,erickson2021,ERICKSON_2021,"RCT (assessor-blinded, individually randomised)",individual,12 months of IPS employment support added to treatment as usual,Treatment as usual alone; no constraint on use of other employment support services,12,other (describe),period,-6,12,12,n.a.,whole cohort,intervention v control (generalised linear model),,,,"109 randomised (IPS 56, TAU 53) of 176 referred",Outcome data available for 91% of 109; 12-month employment outcomes drawn from clinical chart for 46.8% (n=51) of clients and 0-6 month outcomes for 28.4% (n=31); Table 2 prints n and % but not denominators,no (clinical record not used where consent was actively withdrawn),group by time interaction Wald chi2 = 9.93 df 2 (proportion employed),P = .007,"mixed (blinded interview at intake, 6 and 12 months, plus chart extract where interview not completed)","PDF p.5, Figure 2 (journal p.666)","significant effect for the interaction of group by time (Wald chi2 = 9.93, df = 2, P = .007), indicating a larger increase in employment for the IPS group over time",no,,No main effect for group (Wald chi2 = 0.41 df 1 P = .52) or time (Wald chi2 = 3.01 df 2 P = .22). Figure 2 plots proportions without printed counts.,"Claude Opus draft, 2026-09-06",,,
R11_17,R11,ERICKSON_2021,erickson2021,ERICKSON_2021,"RCT (assessor-blinded, individually randomised)",individual,12 months of IPS employment support added to treatment as usual,Treatment as usual alone; no constraint on use of other employment support services,12,hours or earnings,period,-6,12,12,n.a.,whole cohort,intervention v control (repeated-measures ANOVA),,,,"109 randomised (IPS 56, TAU 53) of 176 referred",Outcome data available for 91% of 109; 12-month employment outcomes drawn from clinical chart for 46.8% (n=51) of clients and 0-6 month outcomes for 28.4% (n=31); Table 2 prints n and % but not denominators,no (clinical record not used where consent was actively withdrawn),group by time interaction F = 3.59 df 2 for days worked,P = .03,"mixed (blinded interview at intake, 6 and 12 months, plus chart extract where interview not completed)","PDF p.5, Results section 3.4 and Figure 3 (journal p.666)","A repeated-measures ANOVA found a significant effect for time (F = 3.79, df = 2, P = .02) and for group-by-time interaction (F = 3.59, df = 2, P = .03), but not for group (F = 0.32, df = 1, P = .57).",no,,,"Claude Opus draft, 2026-09-06",,,
